8800469,关于这部电影在日本的火爆程度,10,本人是一枚日本留学生，然而知道这部电影还是最近1个月前，我在电影院刷了3遍后有点震惊中国的动画产业的进步，查阅各种资料后，有感而发从而写此文章。    这部电影在去年已经在日本上映过，那时候在日本的知名度还是很低，因为是中国的电影（日本人对中国印象普遍较差），加上去年的电影封面是一只猫，很多人认为是讲猫的温馨故事，从而选择无视。看的人几乎都是在日中国人，日本人很少看。但是，尽管如此，还是收获了一些日本粉丝。2019年在日本上映时的封面  然而谁也没想到，1年后，这部电影出了吹替版（配音版），配
11217906,讨厌「风息」的人，本质上自己也是「风息」,10,在b站观影时看到许多弹幕攻击风息，非常难受，觉得与电影的主题格格不入。思考了许久，决定写下这篇长评，分享一下我的感受。  在观剧的时候非常喜欢将自己代入进剧中的人物，思考人物的行事逻辑，体会人物的选择与情感，这种观剧方式可以大大提升对人物、剧情和主题的理解。这种观剧方式在现实中也有常有应用，称为「换位思考」。  剧中的风息的行事逻辑是非常清晰的。  片头开始，风息通过控制的人类攻击小黑，然后现出真身，表明身份，拉小黑入伙。  接着，将小黑带到自己藏身的离岛，给小黑一个家。  这时风息的目的是
14409468,对风息的思考,10,各位对风息的感觉如何，是自私自利不顾他人的坏人，或是一步走错步步走错的好人，当然，各有各的想法都是可以的，正如无限回应小黑的：“不必问我，你可以有自己的答案。”以下呢，是我对此的观点，若有漏洞还望见谅。      风息对我来说是一个偏向中立偏好的妖精，从它以前的回忆里可以看出，他对人类并没有反感，相反它对人类甚至是抱有一种喜爱的情感，在无聊时也会去观看人类的生活节日，一些在山上遇到困难的人类也会出手相助。而在剧中风息从未还用过自己的［豪夺］，部分妖精对它也是不讨厌的，闵先生和鸠老对
14146915,好动画，但还是不吐不快,8,先看tv入的坑，总有一种电影破坏了整体节奏的感觉小黑曾经有领域这个能力，这不重要小黑一度极其讨厌人类，这不太重要小黑最终拯救了一个城市，这不重要毕竟它就是只受了伤，交了人类朋友，过着悠闲生活的小猫妖。它是小白接触妖的契机，它偷天明珠引发的一系列骚动，是小白理解和思考世界的过程。它到底是谁，是强是弱，有什么过往，真的不重要我承认电影制作水平很高，也完成了作为前传的任务，但看完还是觉得没摆脱“电影=搞笑片/动作大片”的惯性思维。一味的让无限花式抓回逃跑的小黑慢慢感化，而没有让两人吵架斗气碰撞思想，过
13952403,你可以有自己的判断,10,闹剧荒的时候刷剪辑刷到的，被那句你可以有自己的判断吸引的。先反省下，我真的欠小黑一张电影票啊！！！！！！！！！！在很长一段时间里，我从来没想过一个问题，就是，我们认为的正确，是谁告诉我们的？究竟是我们知道它是对的才认可，还是别人告诉我们是对的，我们就以为是对的，然后就理所应当的判断，它是对的？现在的时代是一个信息爆炸的时代，很多各种的信息充斥着我们的生活，某些看似有道理的话，其实本质上都是诡辩，但是因为说这句话的人无形中给我们设定了一个前提，所以，我们失去了判断的能力，也失去了要找出对错的意识。
13742869,好的电影，糟糕的你,10,当看到影片对反派刻画的很丰满，很现实，就知道是好片了。可笑的是有很多自以为自己是无限大人的观众觉得风息低人一等是坏人，人家无限大人可是胸襟辽阔的很，虽然立场不同，但真心希望对方能了解理解自己，同时也去理解对方。就是互相理解，明白对方也是被逼无奈才做出的选择，谁又能是上帝能无所不知无所不在无所不能呢？没人能改变自己一路走来遇到的事情，这一点大家是平权的，所以无限和风息都是很好的角色塑造。只不过风息这种电影一开头就控制人类欺负小黑这种欺骗行径被大众所讨厌。不说啦，现实永远比电影复杂。电影就应该是这种
11355246,我为什么讨厌风息,10,说实话，我个人觉得，我们的社会发展进入了一个有些畸形的阶段。可能由于之前影视剧和动漫作品中出现了太多不带脑子甚至可能都没有反派长得好的主角，和有勇有谋有目的还长着一张好脸的反派，我们现在有很多人会更倾向于反派，之前被开玩笑说出来的“三观跟着五官跑”被一些人当了真。甚至有些认为了表明自己不同于普罗大众，为了展现自己标新立异，而去认同反派。说实话我之前也是其中一员，甚至现在我仍旧喜欢一些反派。但我不会因为我喜欢这个反派心疼这个反派就说他做得对，只能说是情有可原。就例如魔道里的薛洋（不知道在这里提到算
13261099,剧情搭配画面才可双赢,10,先看了动漫的40集，并且了解了大致的背景才来看了大电影。画风，让我想起了阿梗画作的特点，背景画面勾勒简洁，色彩运用却相当精彩。例如刚开始的森林以及小黑流浪的场景，看起来简单的画面，色彩运用却是十分丰富，颜色不被勾勒出来的线条约束，比如浅绿翠绿墨绿会同时出现在同一株草上。同一色系的混用使得画面脱离了普通2D场景，所以整个画面表现力很棒，可以形成自己独特的画风。同时画风直接告诉观众，这部电影“治愈、舒服”。2D动画比起国内的3D建模动画，最好的一点就是不执著于表现模型运动的精细和动作的完整，使得10
7009346,我心中最棒的动画电影。,10,一，我写这篇评价的契机：  一天，我闲着没事，突然想回顾一下罗小黑的大电影，但却惊讶的发现一直是9.9评分的罗小黑降到了9.8分，我非常气愤，明白这是被人恶意刷分了。为了让罗小黑再次回到9.9的评分，我觉得我有必要写一篇长评助力9.9。随便放张图（二，我与罗小黑：  我并不是什么罗小黑的老粉丝，甚至在出大电影之前我都没有看过罗小黑，大电影的事情也并没有注意，所以大电影其实并不是我与罗小黑认识的途径。在我繁忙的高中生活中挤出来的假期里，我为了快乐的度过假期（打游戏太菜，不快乐），并且补充一下我的国
13246449,电影很好看，无限大人也很帅,10,电影很好看，无限大人也很帅，就是一直不明白为什么有人在风息夺走小黑能力的时候说“如果牺牲的是瓢虫呢”，依本人之见TV中这句话是有前提的，是阿根对花精灵针对于仙人和木精灵的情况来说的，其中木落仙人也说过“难道你要让我为了一个木精灵而放弃自己的生命”，由此可知仙人和花精灵就像花精灵与瓢虫一样本身就是不平等的，而风息和小黑同属妖精，与上述观点的大前提就不一样，所以我觉得在这种时候说这句话是不合适的。PS：本人学识，阅历浅薄，如果有不同的观点欢迎留言告知。
